Uniq ID,City,Sub City,Food Rate,Staff Rate,Environment Rate,Latitude,Longitude,Image,Description,Restaurant name,Most reviewed foods
487,Kurunegala,Kuliyapitiya East,3.8,3.4,3.7,6.5936,80.9164,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Lamprais
488,Kurunegala,Kuliyapitiya West,4.3,3.8,4.2,7.4688,80.0401,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Masala Vadai
489,Kurunegala,Kurunegala,4.1,3.6,4,7.4818,80.3609,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Mutton Curry
490,Kurunegala,Mahawa,3.7,3.5,3.5,7.8194,80.2712,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Parippu Curry
491,Kurunegala,Mallawapitiya,3.5,2.5,3.4,7.4764,80.3909,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Prawn Curry
492,Kurunegala,Maspotha,3.5,3.8,4.1,7.5177,80.3336,https://media-cdn.tripadvisor.com/media/photo-s/12/25/eb/51/queenswood-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Potato Curry
493,Kurunegala,Mawathagama,4.2,3.2,3.7,7.4322,80.4438,https://www.topasiatour.com/pic/sri-lanka/city/nuwara-eliya/guide/indian-summer-nuwara-eliya.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,Pol Sambol
494,Kurunegala,Narammala,3.8,4,4.3,7.4325,80.2154,https://media-cdn.tripadvisor.com/media/photo-s/10/fc/06/24/restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Pittu
495,Kurunegala,Nikaweratiya,4,3.9,4,7.7464,80.1317,https://nerdnomads.com/wp-content/uploads/2017/03/High_tea_Grand_Hotel_Nuwara_Eliya2.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Amba Bliss Bistro,Pumpkin Curry
496,Kurunegala,Panduwasnuwara,4.5,4.1,4.4,7.6038,80.1066,https://c8.alamy.com/comp/H60X8G/local-eatery-nuwara-eliya-sri-lanka-H60X8G.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hangura Heights,Rice and Curry
497,Kurunegala,Pannala,3.6,2.9,3.1,7.3295,80.0228,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Kothmale Kitchen,Seeni Sambol
498,Kurunegala,Polgahawela,3.9,3.5,3.6,7.3275,80.2935,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Misty Mornings Cafe,String Hoppers (Idiyappam)
499,Kurunegala,Polpithigama,4.1,3.7,3.9,7.8212,80.4062,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Walapane Whispers,Thosai (Dosai)
500,Kurunegala,Rasnayakapura,3.3,2.8,3.2,7.7765,80.0146,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Addala Flavors,Tomato Curry
501,Kurunegala,Rideegama,4.2,3.5,3.8,7.5431,80.5022,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Vegetable Roti
502,Kurunegala,Udubaddawa,4.2,3.6,4.1,7.4853,79.9675,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Watalappan
503,Kurunegala,Wariyapola,3.7,3.2,3.6,7.6239,80.2433,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Wood Apple (Diya Bathala) Juice
504,Kurunegala,Weerambugedara,4.1,3.7,4,7.4765,80.2426,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Fish Ambul Thiyal
505,Kurunegala,Alawwa,4,3.9,4,7.2954,80.2366,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Pol Sambol
506,Kurunegala,Ambanpola,4.5,4.1,4.4,7.9181,80.2405,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Hoppers (Appa)
507,Kurunegala,Bamunakotuwa,3.6,2.9,3.1,7.5709,80.2475,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Kottu Roti
508,Kurunegala,Bingiriya,3.9,3.5,3.6,7.5982,79.9372,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Dhal Curry
509,Kurunegala,Ehetuwewa,4.1,3.7,3.9,7.9357,80.3462,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Lamprais
510,Kurunegala,Galgamuwa,3.3,2.8,3.2,7.9865,80.2879,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,String Hoppers (Idiyappam)
511,Kurunegala,Ganewatta,4.2,3.5,3.8,7.6567,80.3694,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Chicken Curry
512,Kurunegala,Giribawa,4.2,3.6,4.1,8.116,80.1958,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Egg Hoppers
513,Kurunegala,Ibbagamuwa,3.7,3.2,3.6,7.5554,80.4564,https://aff.bstatic.com/images/hotel/max500/877/87767413.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Watalappan
514,Kurunegala,Katupotha,4.1,3.7,4,7.5505,80.1909,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/e7/6a/h2o-hotel-and-coffee.jpg?w=600&h=400&s=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Devilled Chicken
515,Kurunegala,Kobeigane,3.9,3.3,3.5,7.6551,80.1261,https://media-cdn.tripadvisor.com/media/photo-s/15/54/8a/09/ruf-reisen-student-group.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Biryani
516,Kurunegala,Kotavehera,4.4,4,4.2,6.5936,80.9164,https://q-xx.bstatic.com/xdata/images/hotel/max500/344866386.jpg?k=c094d50852d0e70fe937ff195873f4a0ada52a275d72501f8fc033c17089cbce&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Parippu Curry
517,Kurunegala,Kuliyapitiya East,3.8,3.4,3.7,6.5936,80.9164,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Cuttlefish Curry
518,Kurunegala,Kuliyapitiya West,4.3,3.8,4.2,7.4688,80.0401,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Pittu
519,Kurunegala,Kurunegala,4.1,3.6,4,7.4818,80.3609,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Gotu Kola Sambol
520,Kurunegala,Mahawa,3.7,3.5,3.5,7.8194,80.2712,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Wood Apple (Diya Bathala) Juice
521,Kurunegala,Mallawapitiya,3.5,2.5,3.4,7.4764,80.3909,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Fish Curry
522,Kurunegala,Maspotha,3.5,3.8,4.1,7.5177,80.3336,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Vegetable Roti
523,Kurunegala,Mawathagama,4.2,3.2,3.7,7.4322,80.4438,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Egg Curry
524,Kurunegala,Narammala,3.8,4,4.3,7.4325,80.2154,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Fish Bun
525,Kurunegala,Nikaweratiya,4,3.9,4,7.7464,80.1317,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Fish Cutlets
526,Kurunegala,Panduwasnuwara,4.5,4.1,4.4,7.6038,80.1066,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Cashew Curry
527,Kurunegala,Pannala,3.6,2.9,3.1,7.3295,80.0228,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Prawn Curry
528,Kurunegala,Polgahawela,3.9,3.5,3.6,7.3275,80.2935,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Fried Rice
529,Kurunegala,Polpithigama,4.1,3.7,3.9,7.8212,80.4062,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Ambul Polos Curry
530,Kurunegala,Rasnayakapura,3.3,2.8,3.2,7.7765,80.0146,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Jackfruit Curry
531,Kurunegala,Rideegama,4.2,3.5,3.8,7.5431,80.5022,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Fried Fish
532,Kurunegala,Udubaddawa,4.2,3.6,4.1,7.4853,79.9675,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Beef Curry
533,Kurunegala,Wariyapola,3.7,3.2,3.6,7.6239,80.2433,https://aff.bstatic.com/images/hotel/max500/877/87767413.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Kiri Bath with Lunu Miris
534,Kurunegala,Weerambugedara,4.1,3.7,4,7.4765,80.2426,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/e7/6a/h2o-hotel-and-coffee.jpg?w=600&h=400&s=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Banana Leaf Rice
535,Puttalam,Anamaduwa,3.9,3.3,3.5,7.8778,80.0111,https://media-cdn.tripadvisor.com/media/photo-s/15/54/8a/09/ruf-reisen-student-group.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Beetroot Curry
536,Puttalam,Arachchikattuwa,4.4,4,4.2,7.6667,79.8333,https://q-xx.bstatic.com/xdata/images/hotel/max500/344866386.jpg?k=c094d50852d0e70fe937ff195873f4a0ada52a275d72501f8fc033c17089cbce&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Tomato Curry
537,Puttalam,Chilaw,3.8,3.4,3.7,7.562,79.8017,https://planeterra.org/wp-content/uploads/2020/07/72.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Fish Soup
538,Puttalam,Dankotuwa,4.3,3.8,4.2,7.2975,79.8822,https://windloft-retreat.kandyhotelsnow.com/data/Pics/OriginalPhoto/1743/174315/174315870/windloft-retreat-hotel-deltota-pic-20.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Dosa
539,Puttalam,Kalpitiya,4.1,3.6,4,8.2295,79.7596,https://the-kandy-samadhicentre-hotel-digana.booked.net/data/Photos/OriginalPhoto/11851/1185106/1185106174/The-Kandy-Samadhicentre-Hotel-Narampanawa-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Sambol Sandwich
540,Puttalam,Karuwalagaswewa,3.7,3.5,3.5,8.2295,79.7596,https://youimg1.tripcdn.com/target/ww0n1f000001gp024FA11.png,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Thosai (Dosai)
541,Puttalam,Madampe,3.5,2.5,3.4,7.4972,79.8413,https://lh3.googleusercontent.com/p/AF1QipPk4umkDKKATDjIe34frEsTm-0JxNVdUc5_h15u=s1600-h380,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Sthree,Ambul Thiyal
542,Puttalam,Mahakumbukkadawala,3.5,3.8,4.1,7.8479,79.8857,https://q-xx.bstatic.com/xdata/images/hotel/max1000/386328511.jpg?k=b0d93e195220f5bdcfc76903ea294b0e0839402abe5f9b097892c7cff172ad5c,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Windloft Retreat,Eggplant Curry
543,Puttalam,Mahawewa,4.2,3.2,3.7,7.4573,79.8254,https://www.yamu.lk/wp-content/uploads/2022/02/podium-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Samadhi Restaurant ,Fish Porridge
544,Puttalam,Mundalama,3.8,4,4.3,7.8198,79.8353,https://www.lankanames.lk/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-29-at-10.06.13-AM-1-768x1024.jpeg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Botanic Gardens Restaurant & Cafe,Pumpkin Curry
545,Puttalam,Nattandiya,4,3.9,4,7.4125,79.8591,https://i.travelapi.com/lodging/16000000/15450000/15440300/15440298/4d5a7108_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Edan Rest,Chicken Stew
546,Puttalam,Nawagattegama,4.5,4.1,4.4,8.0065,80.1121,https://absolutesrilanka.asia/files/accommodation/246/gallery/5581c1e561fb.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Brick House,Eggplant Moju
547,Puttalam,Pallama,3.6,2.9,3.1,7.6844,79.9258,https://media-cdn.tripadvisor.com/media/photo-s/16/0a/b4/dc/hotel-garcinia-leaf.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Podium Restaurant & Bar,Cassava Curry
548,Puttalam,Puttalam,3.9,3.5,3.6,8.0408,79.8394,https://i.travelapi.com/lodging/45000000/44810000/44801400/44801386/030d0cdb_z.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Yewon Restaurant & Bakers in Kundasale,Palak Curry
549,Puttalam,Vanathavilluwa,4.1,3.7,3.9,8.0408,79.8394,https://plantation-retreat-holiday-home-wattegama.booked.net/data/Photos/OriginalPhoto/7807/780781/780781536/Plantation-Retreat-Hotel-Pathadumbara-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Santani Wellness ,Fish Roti
550,Puttalam,Wennappuwa,3.3,2.8,3.2,7.3493,79.8353,https://q-xx.bstatic.com/xdata/images/hotel/840x460/85506741.jpg?k=940d2487b080ea2f539e6f7efb4e6572538c861cb4d31b1c8e604a51cf4450a6&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Palm Paradise,Chicken Biriyani
551,Puttalam,Anamaduwa,3.9,3.3,3.5,7.8778,80.0111,https://danisco-leisure-bunglow-kandy.booked.net/data/Photos/OriginalPhoto/12968/1296844/1296844714/Danisco-Leisure-Bunglow-Hotel-Kandy-Exterior.JPEG,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Garcinia Leaf,Coconut Sambol
552,Puttalam,Arachchikattuwa,4.4,4,4.2,7.6667,79.8333,https://q-xx.bstatic.com/xdata/images/hotel/max1000/459903826.jpg?k=60cac6e6777543618da7b09081a673d0d02eaf2b140433a49f05fd6c235bfcf7,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Okwin Resort,Mutton Curry
553,Puttalam,Chilaw,3.8,3.4,3.7,7.562,79.8017,https://aff.bstatic.com/images/hotel/max500/877/87767413.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Plantation Retreat Restaurant,Seeni Sambol
554,Puttalam,Dankotuwa,4.3,3.8,4.2,7.2975,79.8822,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/8c/e7/6a/h2o-hotel-and-coffee.jpg?w=600&h=400&s=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.", Dine N Rest,Garlic Curry
555,Puttalam,Kalpitiya,4.1,3.6,4,8.2295,79.7596,https://media-cdn.tripadvisor.com/media/photo-s/15/54/8a/09/ruf-reisen-student-group.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Danisco Leisure,Rice and Curry
556,Puttalam,Karuwalagaswewa,3.7,3.5,3.5,8.2295,79.7596,https://q-xx.bstatic.com/xdata/images/hotel/max500/344866386.jpg?k=c094d50852d0e70fe937ff195873f4a0ada52a275d72501f8fc033c17089cbce&o=,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Mangala Lodge Restaurant,Jaffna Crab Curry
557,Puttalam,Madampe,3.5,2.5,3.4,7.4972,79.8413,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c7/53/curry-deserts.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Priyangi Hills,Fish Tagine
558,Puttalam,Mahakumbukkadawala,3.5,3.8,4.1,7.8479,79.8857,https://assets.traveltriangle.com/blog/wp-content/uploads/2018/09/Rithu-Restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Royal Mount,Fish Ball Curry
559,Puttalam,Mahawewa,4.2,3.2,3.7,7.4573,79.8254,https://media-cdn.tripadvisor.com/media/photo-p/27/a9/1f/34/the-garlic-cafe-by-jana.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Tango Rest,Potato Curry
560,Puttalam,Mundalama,3.8,4,4.3,7.8198,79.8353,https://media-cdn.tripadvisor.com/media/photo-s/0f/65/f7/b9/photo1jpg.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Peak Residence,Amba Maluwa
561,Puttalam,Nattandiya,4,3.9,4,7.4125,79.8591,https://media-cdn.tripadvisor.com/media/photo-s/1a/b6/3d/9b/happy-travelers-discover.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Ambalama Kele,Ambarella Curry
562,Puttalam,Nawagattegama,4.5,4.1,4.4,8.0065,80.1121,https://media-cdn.tripadvisor.com/media/photo-s/14/aa/c6/f3/buffet-sri-lankan-lunch.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Rithu Restaurant,Kankun Mallung
563,Puttalam,Pallama,3.6,2.9,3.1,7.6844,79.9258,https://duqjpivknq39s.cloudfront.net/2019/01/800x750slfood.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",The Garlic Cafe,Green Bean Curry
564,Puttalam,Puttalam,3.9,3.5,3.6,8.0408,79.8394,https://media-cdn.tripadvisor.com/media/photo-s/0e/a5/07/a3/sangraha-restaurant.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Friendo,Dried Fish (Karawala)
565,Puttalam,Vanathavilluwa,4.1,3.7,3.9,8.0408,79.8394,https://media-cdn.tripadvisor.com/media/photo-s/1a/6a/79/29/gedarawage.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Spice Haven,Fish Stew
566,Puttalam,Wennappuwa,3.3,2.8,3.2,7.3493,79.8353,https://cf.bstatic.com/xdata/images/hotel/max1024x768/481969537.jpg?k=266db878a32d191dea27e01510c9be1e4f824f995fab6e37d37ace77a10ea8e8&o=&hp=1,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Naula Delights,Fish Soup
567,Puttalam,Anamaduwa,3.9,3.3,3.5,7.8778,80.0111,https://oakrayisiwaraayurvedicvillage.com/mathale/images/gallery/oakray-isiwara-ayurvedic-matale-g18.jpg,"Sri Lanka's restaurants offer diverse flavors – aromatic curries, fresh seafood, and rich spices – embodying the island's vibrant culture.",Hillside Bites,Fish Roti
